"","Region","Age_lower","Year","Population","Proportion","Data"
"614","Nationwide","5",2050,1246698,0.0264652611843345,NA
"615","Nationwide","10",2050,1352080,0.0287023403760294,NA
"616","Nationwide","15",2050,1357147,0.028809904099097,NA
"617","Nationwide","20",2050,1325750,0.0281433996165322,NA
"618","Nationwide","25",2050,1471574,0.0312389931339233,NA
"619","Nationwide","30",2050,2039223,0.0432892082189129,NA
"620","Nationwide","35",2050,2529495,0.0536968422500624,NA
"621","Nationwide","40",2050,2503915,0.0531538227047553,NA
"622","Nationwide","45",2050,2793071,0.0592921088518554,NA
"623","Nationwide","50",2050,3504568,0.0743959703619168,NA
"624","Nationwide","55",2050,3653864,0.0775652684868648,NA
"625","Nationwide","60",2050,3269232,0.0694001905450914,NA
"626","Nationwide","65",2050,3742776,0.0794527178149471,NA
"627","Nationwide","70",2050,3632046,0.0771021097519348,NA
"628","Nationwide","75",2050,3871945,0.0821947542358921,NA
"629","Nationwide","80",2050,7661086,0.162631721512065,NA
"630","Seoul","0",2050,204580,0.0252879317431034,NA
"631","Seoul","5",2050,200973,0.0248420740356179,NA
"632","Seoul","10",2050,212973,0.026325382183615,NA
"633","Seoul","15",2050,215368,0.0266214257681528,NA
"634","Seoul","20",2050,259069,0.0320232632161211,NA
"635","Seoul","25",2050,345886,0.0427546268398429,NA
"636","Seoul","30",2050,466886,0.0577113173321467,NA
"637","Seoul","35",2050,520457,0.0643331757318426,NA
"638","Seoul","40",2050,474004,0.0585911662819336,NA
"639","Seoul","45",2050,504498,0.0623604995040188,NA
"640","Seoul","50",2050,606806,0.0750066903377925,NA
"641","Seoul","55",2050,602917,0.0745259748888291,NA
"642","Seoul","60",2050,516558,0.0638512241927559,NA
"643","Seoul","65",2050,571886,0.070690263627121,NA
"644","Seoul","70",2050,557036,0.0688546697939747,NA
"645","Seoul","75",2050,606777,0.0750031056764349,NA
"646","Seoul","80",2050,1223351,0.151217208846697,NA
"647","Busan","0",2050,57060,0.0226244164478635,NA
"648","Busan","5",2050,62535,0.0247952660807421,NA
"649","Busan","10",2050,67965,0.0269482731138984,NA
"650","Busan","15",2050,68527,0.027171107359319,NA
"651","Busan","20",2050,73860,0.0292856536775184,NA
"652","Busan","25",2050,77925,0.0308974351857653,NA
"653","Busan","30",2050,103360,0.0409824690510195,NA
"654","Busan","35",2050,128001,0.0507526801567294,NA
"655","Busan","40",2050,124531,0.0493768174670328,NA
"656","Busan","45",2050,136926,0.0542914624349835,NA
"657","Busan","50",2050,175206,0.0694695672654115,NA
"658","Busan","55",2050,186641,0.0740035701059533,NA
"659","Busan","60",2050,171057,0.0678244795710163,NA
"660","Busan","65",2050,204668,0.0811513155547026,NA
"661","Busan","70",2050,203520,0.0806961310106762,NA
"662","Busan","75",2050,219044,0.0868514314126502,NA
"663","Busan","80",2050,461228,0.182877924104718,NA
"664","Daegu","0",2050,44105,0.0238964194110119,NA
"665","Daegu","5",2050,49784,0.026973344155035,NA
"666","Daegu","10",2050,54943,0.0297685290034968,NA
"667","Daegu","15",2050,55390,0.0300107169521812,NA
"668","Daegu","20",2050,55436,0.0300356400967885,NA
"669","Daegu","25",2050,55126,0.0298676797744347,NA
"670","Daegu","30",2050,74073,0.0401333063151998,NA
"671","Daegu","35",2050,92657,0.0502022567365634,NA
"672","Daegu","40",2050,92050,0.0498733795892449,NA
"673","Daegu","45",2050,103215,0.0559226602314385,NA
"674","Daegu","50",2050,131496,0.0712455178975269,NA
"675","Daegu","55",2050,138105,0.0748263236086113,NA
"676","Daegu","60",2050,124279,0.0673352932316325,NA
"677","Daegu","65",2050,143611,0.0778095156566111,NA
"678","Daegu","70",2050,143633,0.0778214354214233,NA
"679","Daegu","75",2050,159045,0.0861717724798637,NA
"680","Daegu","80",2050,328726,0.178106209438937,NA
"681","Incheon","0",2050,73809,0.0245549378017427,NA
"682","Incheon","5",2050,81015,0.0269522454715304,NA
"683","Incheon","10",2050,88106,0.0293112946925218,NA
"684","Incheon","15",2050,88183,0.0293369112191071,NA
"685","Incheon","20",2050,82453,0.0274306424225649,NA
"686","Incheon","25",2050,89563,0.0297960126046618,NA
"687","Incheon","30",2050,127786,0.042512122938036,NA
"688","Incheon","35",2050,164596,0.0547581533744617,NA
"689","Incheon","40",2050,167817,0.0558297226229194,NA
"690","Incheon","45",2050,188451,0.0626942863834521,NA
"691","Incheon","50",2050,234297,0.0779464328487707,NA
"692","Incheon","55",2050,246496,0.0820048225606413,NA
"693","Incheon","60",2050,217358,0.0723111296821688,NA
"694","Incheon","65",2050,240021,0.0798507055523322,NA
"695","Incheon","70",2050,225307,0.0749556201993964,NA
"696","Incheon","75",2050,234300,0.077947430895261,NA
"697","Incheon","80",2050,456314,0.151807528730432,NA
"698","Gwangju","0",2050,31955,0.0264662229540131,NA
"699","Gwangju","5",2050,36061,0.0298669524626715,NA
"700","Gwangju","10",2050,39643,0.0328336872654027,NA
"701","Gwangju","15",2050,40028,0.0331525574214751,NA
"702","Gwangju","20",2050,39988,0.0331194280546104,NA
"703","Gwangju","25",2050,40440,0.0334937899001812,NA
"704","Gwangju","30",2050,52280,0.0433000824921235,NA
"705","Gwangju","35",2050,64741,0.0536207085046398,NA
"706","Gwangju","40",2050,64930,0.0537772447630753,NA
"707","Gwangju","45",2050,72828,0.0603186382505044,NA
"708","Gwangju","50",2050,92058,0.0762455813706944,NA
"709","Gwangju","55",2050,92536,0.0766414773047272,NA
"710","Gwangju","60",2050,78317,0.0648648156185087,NA
"711","Gwangju","65",2050,91277,0.0755987304826617,NA
"712","Gwangju","70",2050,91039,0.075401610749817,NA
"713","Gwangju","75",2050,97588,0.080825716339735,NA
"714","Gwangju","80",2050,181679,0.150472756065159,NA
"715","Daejeon","0",2050,35289,0.0277025467596758,NA
"716","Daejeon","5",2050,37314,0.0292922108813098,NA
"717","Daejeon","10",2050,39776,0.031224928445489,NA
"718","Daejeon","15",2050,40012,0.0314101930048499,NA
"719","Daejeon","20",2050,45146,0.0354404821902667,NA
"720","Daejeon","25",2050,49273,0.0386802569211228,NA
"721","Daejeon","30",2050,62380,0.0489695051395215,NA
"722","Daejeon","35",2050,73013,0.057316615561909,NA
"723","Daejeon","40",2050,70029,0.0549741179130418,NA
"724","Daejeon","45",2050,77434,0.0607871859726468,NA
"725","Daejeon","50",2050,94357,0.0740720679135913,NA
"726","Daejeon","55",2050,93642,0.0735107791002737,NA
"727","Daejeon","60",2050,81702,0.0641376484275278,NA
"728","Daejeon","65",2050,92395,0.0725318600090748,NA
"729","Daejeon","70",2050,91117,0.0715286053189769,NA
"730","Daejeon","75",2050,98143,0.0770441510565575,NA
"731","Daejeon","80",2050,192832,0.151376845384165,NA
"732","Ulsan","0",2050,18896,0.0221573126988278,NA
"733","Ulsan","5",2050,20680,0.0242492181737806,NA
"734","Ulsan","10",2050,22573,0.0264689362590304,NA
"735","Ulsan","15",2050,23196,0.0271994615454069,NA
"736","Ulsan","20",2050,20253,0.0237485210673877,NA
"737","Ulsan","25",2050,22363,0.0262226917804766,NA
"738","Ulsan","30",2050,33380,0.0391411461625143,NA
"739","Ulsan","35",2050,42855,0.0502514625163137,NA
"740","Ulsan","40",2050,42290,0.0495889476097283,NA
"741","Ulsan","45",2050,46872,0.0549617676132226,NA
"742","Ulsan","50",2050,62056,0.0727664160054221,NA
"743","Ulsan","55",2050,67973,0.079704647336866,NA
"744","Ulsan","60",2050,62367,0.0731310923522328,NA
"745","Ulsan","65",2050,73679,0.086395461597001,NA
"746","Ulsan","70",2050,72436,0.0849379288025131,NA
"747","Ulsan","75",2050,76111,0.0892472071772057,NA
"748","Ulsan","80",2050,144831,0.16982778130207,NA
"749","Sejong","0",2050,18730,0.0351973059873004,NA
"750","Sejong","5",2050,21977,0.0412990493156915,NA
"751","Sejong","10",2050,24969,0.0469215981418529,NA
"752","Sejong","15",2050,24760,0.0465288465694372,NA
"753","Sejong","20",2050,18327,0.0344399907543649,NA
"754","Sejong","25",2050,14711,0.0276448247933356,NA
"755","Sejong","30",2050,21976,0.0412971701215651,NA
"756","Sejong","35",2050,31837,0.0598279034019051,NA
"757","Sejong","40",2050,35193,0.0661344788900728,NA
"758","Sejong","45",2050,41433,0.0778606502387516,NA
"759","Sejong","50",2050,48327,0.0908158145460901,NA
"760","Sejong","55",2050,43986,0.0826582328434274,NA
"761","Sejong","60",2050,35421,0.0665629351508899,NA
"762","Sejong","65",2050,36720,0.0690040083210716,NA
"763","Sejong","70",2050,32419,0.0609215943834646,NA
"764","Sejong","75",2050,30114,0.0565900519221337,NA
"765","Sejong","80",2050,51243,0.0962955446186457,NA
"766","Gyeonggi","0",2050,377276,0.0269340626053685,"Urban"
"767","Gyeonggi","5",2050,414089,0.0295621747744209,"Urban"
"768","Gyeonggi","10",2050,445764,0.0318234806434002,"Urban"
"769","Gyeonggi","15",2050,435511,0.0310915100333088,"Urban"
"770","Gyeonggi","20",2050,387219,0.0276439020451557,"Urban"
"771","Gyeonggi","25",2050,427028,0.0304859012665669,"Urban"
"772","Gyeonggi","30",2050,617604,0.044091288079088,"Urban"
"773","Gyeonggi","35",2050,799158,0.0570525864448866,"Urban"
"774","Gyeonggi","40",2050,808068,0.0576886791139508,"Urban"
"775","Gyeonggi","45",2050,899454,0.0642128053378669,"Urban"
"776","Gyeonggi","50",2050,1111654,0.0793619483654096,"Urban"
"777","Gyeonggi","55",2050,1143729,0.0816518105831685,"Urban"
"778","Gyeonggi","60",2050,992484,0.070854298155267,"Urban"
"779","Gyeonggi","65",2050,1082837,0.07730467760846,"Urban"
"780","Gyeonggi","70",2050,1014768,0.0724451723457748,"Urban"
"781","Gyeonggi","75",2050,1049823,0.0749477793619412,"Urban"
"782","Gyeonggi","80",2050,2000927,0.142847923235965,"Urban"
"783","Gangwon","0",2050,32137,0.0220264136019975,NA
"784","Gangwon","5",2050,35690,0.0244616081605405,NA
"785","Gangwon","10",2050,39028,0.0267494436337791,NA
"786","Gangwon","15",2050,39621,0.0271558805527816,NA
"787","Gangwon","20",2050,37372,0.0256144359813875,NA
"788","Gangwon","25",2050,36280,0.0248659889062597,NA
"789","Gangwon","30",2050,48811,0.0334546247106793,NA
"790","Gangwon","35",2050,61821,0.0423715628493353,NA
"791","Gangwon","40",2050,64099,0.0439328837624681,NA
"792","Gangwon","45",2050,74451,0.0510280523721043,NA
"793","Gangwon","50",2050,98342,0.0674027310093549,NA
"794","Gangwon","55",2050,108013,0.0740311482836779,NA
"795","Gangwon","60",2050,104400,0.0715548302594685,NA
"796","Gangwon","65",2050,127321,0.0872646795351129,NA
"797","Gangwon","70",2050,126434,0.0866567376343452,NA
"798","Gangwon","75",2050,138949,0.0952344071812537,NA
"799","Gangwon","80",2050,286252,0.196194571565454,NA
"800","Chungbuk","0",2050,36203,0.0231301139990123,NA
"801","Chungbuk","5",2050,39521,0.0252499857844644,NA
"802","Chungbuk","10",2050,42969,0.0274529146320349,NA
"803","Chungbuk","15",2050,43374,0.0277116693255575,NA
"804","Chungbuk","20",2050,42103,0.0268996268182309,NA
"805","Chungbuk","25",2050,45696,0.0291951962350873,NA
"806","Chungbuk","30",2050,62449,0.0398986959402347,NA
"807","Chungbuk","35",2050,77051,0.0492279207175619,NA
"808","Chungbuk","40",2050,76933,0.0491525304611775,NA
"809","Chungbuk","45",2050,87517,0.0559146531185691,NA
"810","Chungbuk","50",2050,111891,0.0714872133652869,NA
"811","Chungbuk","55",2050,120517,0.0769983688870801,NA
"812","Chungbuk","60",2050,112457,0.0718488310357407,NA
"813","Chungbuk","65",2050,132611,0.0847252312660005,NA
"814","Chungbuk","70",2050,128844,0.082318493166001,NA
"815","Chungbuk","75",2050,136663,0.0873140560021825,NA
"816","Chungbuk","80",2050,268390,0.171474499245778,NA
"817","Chungnam","0",2050,50847,0.0229937192014084,NA
"818","Chungnam","5",2050,55307,0.0250105931101598,NA
"819","Chungnam","10",2050,60227,0.0272354854041187,NA
"820","Chungnam","15",2050,61217,0.0276831771461958,NA
"821","Chungnam","20",2050,60087,0.0271721754607946,NA
"822","Chungnam","25",2050,61691,0.0278975265257357,NA
"823","Chungnam","30",2050,84773,0.0383355273243454,NA
"824","Chungnam","35",2050,107293,0.0485193839218972,NA
"825","Chungnam","40",2050,109006,0.0492940262998549,NA
"826","Chungnam","45",2050,125390,0.0567030985242904,NA
"827","Chungnam","50",2050,159013,0.071907885841319,NA
"828","Chungnam","55",2050,168596,0.0762414514618492,NA
"829","Chungnam","60",2050,159439,0.0721005289545765,NA
"830","Chungnam","65",2050,188248,0.0851283586490201,NA
"831","Chungnam","70",2050,183448,0.0829577320207675,NA
"832","Chungnam","75",2050,193645,0.0875689569641616,NA
"833","Chungnam","80",2050,383116,0.173250373189505,NA
"834","Jeonbuk","0",2050,30161,0.0203841776446512,NA
"835","Jeonbuk","5",2050,34301,0.023182178223175,NA
"836","Jeonbuk","10",2050,38545,0.0260504667389371,NA
"837","Jeonbuk","15",2050,40121,0.0271155993263172,NA
"838","Jeonbuk","20",2050,40181,0.0271561500593392,NA
"839","Jeonbuk","25",2050,39750,0.0268648606271306,NA
"840","Jeonbuk","30",2050,50942,0.03442892402685,NA
"841","Jeonbuk","35",2050,64460,0.0435650041767255,NA
"842","Jeonbuk","40",2050,65785,0.0444604995309632,NA
"843","Jeonbuk","45",2050,77245,0.0522056895381812,NA
"844","Jeonbuk","50",2050,101117,0.0683394745165677,NA
"845","Jeonbuk","55",2050,108185,0.0731163508665692,NA
"846","Jeonbuk","60",2050,101945,0.0688990746322724,NA
"847","Jeonbuk","65",2050,124767,0.0843232217827724,NA
"848","Jeonbuk","70",2050,128156,0.0866136623529698,NA
"849","Jeonbuk","75",2050,143089,0.0967060639566161,NA
"850","Jeonbuk","80",2050,290878,0.196588601999962,NA
"851","Jeonnam","0",2050,29425,0.0193117724039531,"Rural"
"852","Jeonnam","5",2050,32767,0.0215051434616935,"Rural"
"853","Jeonnam","10",2050,36904,0.024220276934426,"Rural"
"854","Jeonnam","15",2050,38478,0.0252533008856179,"Rural"
"855","Jeonnam","20",2050,33332,0.0218759557440463,"Rural"
"856","Jeonnam","25",2050,33542,0.0220137797781952,"Rural"
"857","Jeonnam","30",2050,46657,0.0306212188632536,"Rural"
"858","Jeonnam","35",2050,60730,0.0398573980660007,"Rural"
"859","Jeonnam","40",2050,63406,0.0416136700440118,"Rural"
"860","Jeonnam","45",2050,74693,0.0490213837270507,"Rural"
"861","Jeonnam","50",2050,101575,0.0666641727079535,"Rural"
"862","Jeonnam","55",2050,114734,0.0753004892096907,"Rural"
"863","Jeonnam","60",2050,110171,0.0723057698391134,"Rural"
"864","Jeonnam","65",2050,138968,0.0912053827504689,"Rural"
"865","Jeonnam","70",2050,141782,0.0930522248080636,"Rural"
"866","Jeonnam","75",2050,155829,0.102271340082773,"Rural"
"867","Jeonnam","80",2050,310689,0.203906720693688,"Rural"
"868","Gyeongbuk","0",2050,43135,0.0194707090750612,NA
"869","Gyeongbuk","5",2050,46557,0.0210153657681146,NA
"870","Gyeongbuk","10",2050,51221,0.0231206488822003,NA
"871","Gyeongbuk","15",2050,54792,0.0247325626901763,NA
"872","Gyeongbuk","20",2050,54335,0.0245262774450782,NA
"873","Gyeongbuk","25",2050,54307,0.0245136385241532,NA
"874","Gyeongbuk","30",2050,73057,0.0329772016436014,NA
"875","Gyeongbuk","35",2050,92106,0.0415757303829277,NA
"876","Gyeongbuk","40",2050,92867,0.041919238198069,NA
"877","Gyeongbuk","45",2050,107512,0.0485298452318994,NA
"878","Gyeongbuk","50",2050,143748,0.0648864144690367,NA
"879","Gyeongbuk","55",2050,160932,0.0726431007967485,NA
"880","Gyeongbuk","60",2050,158681,0.0716270218323817,NA
"881","Gyeongbuk","65",2050,197755,0.0892646359832787,NA
"882","Gyeongbuk","70",2050,200084,0.0903159233702224,NA
"883","Gyeongbuk","75",2050,220815,0.0996736901451174,NA
"884","Gyeongbuk","80",2050,463475,0.209207995561933,NA
"885","Gyeongnam","0",2050,52566,0.01973265603292,NA
"886","Gyeongnam","5",2050,58910,0.0221141187630659,NA
"887","Gyeongnam","10",2050,65407,0.0245530158875547,NA
"888","Gyeongnam","15",2050,68042,0.0255421637901295,NA
"889","Gyeongnam","20",2050,59311,0.0222646494305924,NA
"890","Gyeongnam","25",2050,60643,0.0227646665107554,NA
"891","Gyeongnam","30",2050,88360,0.0331693012036072,NA
"892","Gyeongnam","35",2050,116542,0.043748491408678,NA
"893","Gyeongnam","40",2050,118907,0.0446362844977062,NA
"894","Gyeongnam","45",2050,136142,0.0511061000957615,NA
"895","Gyeongnam","50",2050,182821,0.0686288458051683,NA
"896","Gyeongnam","55",2050,204147,0.0766343745225531,NA
"897","Gyeongnam","60",2050,196128,0.0736241365602203,NA
"898","Gyeongnam","65",2050,243177,0.0912857759030057,NA
"899","Gyeongnam","70",2050,241927,0.090816540655105,NA
"900","Gyeongnam","75",2050,258972,0.0972150324954794,NA
"901","Gyeongnam","80",2050,511907,0.192163846437697,NA
"902","Jeju","0",2050,16316,0.0250400939233726,NA
"903","Jeju","5",2050,19217,0.0294922459503219,NA
"904","Jeju","10",2050,21067,0.0323314328685763,NA
"905","Jeju","15",2050,20527,0.0315026972275723,NA
"906","Jeju","20",2050,17278,0.026516471120865,NA
"907","Jeju","25",2050,17350,0.0266269692063322,NA
"908","Jeju","30",2050,24449,0.0375217734942717,NA
"909","Jeju","35",2050,32177,0.0493819013344179,NA
"910","Jeju","40",2050,34000,0.0521796514706221,NA
"911","Jeju","45",2050,39010,0.0598684765843814,NA
"912","Jeju","50",2050,49804,0.0764339812306724,NA
"913","Jeju","55",2050,52715,0.0809014802139366,NA
"914","Jeju","60",2050,46468,0.0713142366040255,NA
"915","Jeju","65",2050,52835,0.0810856436897152,NA
"916","Jeju","70",2050,50096,0.0768821123550672,NA
"917","Jeju","75",2050,53038,0.0813971869029075,NA
"918","Jeju","80",2050,105248,0.161523645822942,NA
